,Score
Piney,(-8.458357924296642+0j)
Baskin,(-8.466104012962917+0j)
Revenant,(-8.467032333176757+0j)
RockCrock,(-8.4706558519602+0j)
Rydnn,(-8.47112378823039+0j)
Lil rice,(-8.487434136654347+0j)
bag,(-8.488146141136923+0j)
Mere,(-8.491380824160661+0j)
Mushu,(-8.506099129676363+0j)
Jules,(-8.507483593767155+0j)
FriskyCissin,(-8.516559770448016+0j)
Infest,(-8.531901814754148+0j)
Teaspoon,(-8.536107579607718+0j)
Gwiio,(-8.541399497170138+0j)
Stark,(-8.544309047116869+0j)
Tasty,(-8.545657699480012+0j)
40oz,(-8.548736432628822+0j)
Gegi,(-8.552483747911122+0j)
LIlb,(-8.554938421293448+0j)
Neenor,(-8.558326531618551+0j)
NGWN,(-8.560460712290508+0j)
Euro,(-8.568479971196144+0j)
Cricket,(-8.572365539731512+0j)
Ben Zed,(-8.58724510126347+0j)
Jaypea,(-8.601068363219854+0j)
Steve,(-8.608034077122738+0j)
King Suds,(-8.60811907666767+0j)
Peachy Pichu,(-8.621604282913784+0j)
Tetra,(-8.622559538100612+0j)
Tonkatsu,(-8.626264764373282+0j)
nytcrawler,(-8.639628921533731+0j)
Zel,(-8.652684584319987+0j)
Nixon Corral,(-8.660158757666448+0j)
Soupenomics,(-8.662338643218803+0j)
Acid Loveboi,(-8.670268537837993+0j)
Desu,(-8.676156096197648+0j)
Chiro,(-8.691449590819182+0j)
BasedFox,(-8.707106890571687+0j)
Haram,(-8.711473413914186+0j)
Oreo,(-8.71593106759726+0j)
FinesseQuik,(-8.71708462059546+0j)
Señor Strawhat,(-8.722392611523972+0j)
Jaw,(-8.722970711415098+0j)
Breeze,(-8.724451980597657+0j)
Dawn,(-8.739600348440122+0j)
Braddik,(-8.750119682743012+0j)
Sweat,(-8.751036186554831+0j)
E White,(-8.755821207686374+0j)
Pyrrhic,(-8.756855596072825+0j)
Stan,(-8.759451320437492+0j)
CyberDolphin43,(-8.761219299085296+0j)
Gut,(-8.76206664722204+0j)
Naztoise,(-8.766596915389375+0j)
Axis,(-8.76736991332856+0j)
Kneel,(-8.773447951920993+0j)
Oni Nick,(-8.776427319419605+0j)
ItsBoots,(-8.776617520907553+0j)
Item,(-8.777854618922431+0j)
Nevv,(-8.783297416595458+0j)
Purpletuce,(-8.785729258445691+0j)
twiclo,(-8.78770093813337+0j)
Renzo,(-8.795352922169243+0j)
Dacky,(-8.808626186180522+0j)
FIZIX,(-8.808674867407854+0j)
Simian,(-8.813298734622325+0j)
Books,(-8.81356337763981+0j)
LeProJay,(-8.825326151999846+0j)
Beef,(-8.835757646691533+0j)
MojoMonkey,(-8.84237994423029+0j)
SmallHandsBrian,(-8.847899813442456+0j)
PICHUUKEN,(-8.85260928825431+0j)
Wasp,(-8.857932837053315+0j)
Hyper,(-8.861150834053248+0j)
Winkledink,(-8.862531314072081+0j)
Jim Jam Flim Flam,(-8.868777694834327+0j)
Cough,(-8.87376712989936+0j)
Triple3eres,(-8.881164010839973+0j)
Killmonger,(-8.882529122552349+0j)
Purplepanda,(-8.8828765185387+0j)
HairyBeast,(-8.88582009121911+0j)
Phalanx,(-8.896638238295603+0j)
mapplesauce,(-8.913902830132564+0j)
Viceroy,(-8.91589290164791+0j)
Borchmore,(-8.921617600146066+0j)
Meady,(-8.925619195313125+0j)
MARZIPAN,(-8.928977789846929+0j)
Smurf,(-8.93328528453794+0j)
Darcel,(-8.936340602109702+0j)
Pafos,(-8.943515636865456+0j)
Goobz,(-8.948224340899674+0j)
Buhlaine,(-8.958915542461437+0j)
Roots,(-8.965419330060353+0j)
Joey is dumb,(-8.972831584636165+0j)
LORD EXPLOSION MURDER,(-8.980219200579189+0j)
Saint Lean,(-8.990043532070576+0j)
Altair,(-8.998177263667033+0j)
Flamin Roy,(-9.004423152418177+0j)
Swamo,(-9.005258282737767+0j)
Falkion,(-9.013396777254707+0j)
winglord,(-9.015212947410992+0j)
Nox,(-9.016401021771358+0j)
Cretin,(-9.034507082815573+0j)
Big Boss,(-9.040370900047753+0j)
JRad,(-9.052895124214613+0j)
Cain,(-9.056935612030184+0j)
ijw,(-9.058669747865927+0j)
Zeus,(-9.06703017057593+0j)
Munx,(-9.070061554230918+0j)
oguzhan,(-9.074036692254882+0j)
CreamyDream,(-9.07653363805154+0j)
The Corporation,(-9.076702393556683+0j)
Noli,(-9.083037175645998+0j)
brother rob,(-9.08437396901061+0j)
valentine,(-9.096116874942409+0j)
JJ24,(-9.098135672887333+0j)
PhoKingNick,(-9.11909349654955+0j)
Teroz,(-9.123909534991165+0j)
Bishop,(-9.125784563952626+0j)
Kyle,(-9.144002271298977+0j)
Bobby Frizz,(-9.161664519923235+0j)
Cdolla,(-9.165918459090014+0j)
Archaene,(-9.180522938982671+0j)
PLUMS,(-9.189894568418902+0j)
AssortedGoods,(-9.206614170859902+0j)
Johnthundr,(-9.214019224779543+0j)
Fzyx,(-9.221020986305449+0j)
Cags,(-9.223403754525846+0j)
JRocket,(-9.22372200918032+0j)
Dahong,(-9.230074982951086+0j)
Madara,(-9.230482657177841+0j)
ycz6,(-9.233438851440578+0j)
Leeum,(-9.238490150183317+0j)
Ferdi,(-9.238770435726831+0j)
Nano,(-9.248445227593397+0j)
woah,(-9.25226093784396+0j)
TriAthlete,(-9.254944308190424+0j)
Victor,(-9.255798610282095+0j)
Joro,(-9.257397931544888+0j)
Melyia,(-9.261468565700204+0j)
Raiza,(-9.262513711280436+0j)
sosa,(-9.264976106434833+0j)
Positive,(-9.266407191092219+0j)
El~Jefe,(-9.272322408991194+0j)
TheFonz,(-9.273846815878636+0j)
Santi,(-9.279866755794203+0j)
Starmfruit,(-9.280057081226829+0j)
Ashkon,(-9.28585732134036+0j)
Coin Chaser,(-9.297633928391381+0j)
SuperGinger,(-9.303190095901874+0j)
R&R,(-9.303212802072597+0j)
MRSAlezz,(-9.304876034344636+0j)
Airy,(-9.305715996696058+0j)
Ruin,(-9.307013702911744+0j)
Patio,(-9.320606558667096+0j)
axiom,(-9.322360023340677+0j)
Scrubcake,(-9.333258190067141+0j)
Honsul,(-9.338151955067257+0j)
Dante Dizzy,(-9.344981893099595+0j)
GetCrabby,(-9.350139926890208+0j)
Vest,(-9.352653207868117+0j)
Boohbah,(-9.356597047070137+0j)
Flyguy,(-9.35901820214348+0j)
Den,(-9.3597274540194+0j)
Foof,(-9.369401302863038+0j)
buh.,(-9.370870176170717+0j)
Eldin,(-9.379946147882594+0j)
unclechen,(-9.384924269814737+0j)
Edgemaster,(-9.392835933834517+0j)
TheRocketInYourPocket,(-9.411406702708002+0j)
DeeFly,(-9.412238824141049+0j)
Side B,(-9.41223882414105+0j)
flippy_o,(-9.41223882414105+0j)
Rollie,(-9.413456850516097+0j)
Bassline,(-9.413884914486381+0j)
UserJoe,(-9.414620261516957+0j)
Reggie,(-9.414880996102486+0j)
Christos,(-9.421125639215111+0j)
What.,(-9.427979599164365+0j)
DropZone,(-9.430532047618183+0j)
Filiusnox,(-9.430841627675003+0j)
Stacked,(-9.432689199057819+0j)
Frenchdip,(-9.432942526130123+0j)
Happens,(-9.439047695620946+0j)
Pulch,(-9.455351020809587+0j)
BDR,(-9.456063516439727+0j)
CDay,(-9.462106314216049+0j)
Zuppy,(-9.463262417895798+0j)
Sharp,(-9.465020707301152+0j)
Verity,(-9.46621624038656+0j)
Pearl,(-9.483691800552903+0j)
Miko$,(-9.487346184055008+0j)
grub_1,(-9.489264199260187+0j)
Suezo,(-9.497733246406728+0j)
T-masa,(-9.499547346614555+0j)
Schiller,(-9.510322277412865+0j)
Unanimous,(-9.513938469139392+0j)
BIG NATCH,(-9.51916477722704+0j)
Lasagna,(-9.521291079697624+0j)
vegeman,(-9.522933913422376+0j)
Englebassen,(-9.535816952479289+0j)
Noobilim,(-9.542626928206797+0j)
Sponge,(-9.547311963158002+0j)
Hyperion,(-9.551933777629907+0j)
Bacon Incarnate,(-9.565032870069919+0j)
weeaboo,(-9.56993326560907+0j)
XTC,(-9.570016161850234+0j)
Rick,(-9.57070181208309+0j)
Cheunk,(-9.576566284336783+0j)
Ali,(-9.577365898121515+0j)
Wingdom,(-9.578935029032152+0j)
Perfidious,(-9.579543114109903+0j)
LoreAx,(-9.582610238368108+0j)
Katsu,(-9.585829376402637+0j)
Hiro,(-9.590142824349032+0j)
Toronto Joe,(-9.590202245033883+0j)
DEOXICLEAN,(-9.601690013013055+0j)
Tara,(-9.605557484849308+0j)
2ShotKO,(-9.6103821175053+0j)
Sav,(-9.618265205360967+0j)
Tomo,(-9.618833185592928+0j)
Nemo!,(-9.619303987784008+0j)
Picky,(-9.622981034750653+0j)
Jude,(-9.624762508580833+0j)
Bubbles,(-9.629132075880667+0j)
Chanman,(-9.648540158650198+0j)
Moby,(-9.649081264968848+0j)
CutieCake,(-9.659291031185088+0j)
BabyC,(-9.668675315918641+0j)
w8sec,(-9.66910910652757+0j)
ALP,(-9.672068608465516+0j)
WeebExtraordinaireBrongus,(-9.678196203233103+0j)
DryBones,(-9.680348174232043+0j)
CazQu33n,(-9.68368988259045+0j)
Parzival,(-9.692731416745595+0j)
Eaves,(-9.698542070779219+0j)
LeZagna,(-9.705387090015092+0j)
Jawanga,(-9.707470650753102+0j)
Saint Whiskey,(-9.71290383650204+0j)
Braille,(-9.722357469630635+0j)
2006,(-9.733235037374676+0j)
MASK,(-9.744789182957247+0j)
Lil Isai,(-9.747970435813876+0j)
Texas Techer,(-9.756630399489922+0j)
Sokiri,(-9.766501446165647+0j)
Amok,(-9.775886070368033+0j)
OnArap,(-9.776141771301663+0j)
Tecate,(-9.777130040950897+0j)
DarkMeat,(-9.777247178196804+0j)
Cabbage-_-,(-9.779895915787746+0j)
WildCard,(-9.789697373189199+0j)
Miami,(-9.806783469206607+0j)
Bird,(-9.824119818491713+0j)
Babs,(-9.825096114849009+0j)
baalakay,(-9.825515700863559+0j)
krzy8,(-9.833539171377188+0j)
Olive,(-9.83465870451666+0j)
Cheezzhead,(-9.835764416424588+0j)
ZOMBIE,(-9.840467688897107+0j)
SAD,(-9.844497889281392+0j)
Steak,(-9.851457981034109+0j)
ilovebagelz,(-9.86294553674012+0j)
Empale,(-9.867011794627002+0j)
Dopameme,(-9.870899482731671+0j)
Supercat Meow,(-9.874263940262605+0j)
Design out of Shield,(-9.88323151882794+0j)
Esther,(-9.883255307509899+0j)
Happymealz,(-9.885696550391497+0j)
emoDinosaur,(-9.907022113197531+0j)
Dsavs,(-9.908390921012288+0j)
Marshtomper,(-9.909531087610407+0j)
Zeal,(-9.916481613227901+0j)
JDip,(-9.916853642903158+0j)
MEEPY,(-9.919782662701866+0j)
Silas,(-9.92473721610856+0j)
@xX_po0p_master_520_Xx,(-9.925855452999157+0j)
Cho2,(-9.926032321134365+0j)
aml,(-9.926562071615258+0j)
EastCoastKevin,(-9.932824100757674+0j)
Yankee,(-9.933390186244727+0j)
adonis,(-9.949476763990791+0j)
Legendarydeath,(-9.949617618389361+0j)
Several Giraffes,(-9.960878478225256+0j)
PlamZ,(-9.96389589215402+0j)
Neft,(-9.970861351927045+0j)
Olmec,(-9.989944056157038+0j)
nich,(-9.99523401925638+0j)
Dr. Doof,(-10.001533420396568+0j)
RagingCherry,(-10.021779994412341+0j)
CAKE,(-10.022798796504237+0j)
Diyasi,(-10.023180464203904+0j)
Ferriswheel,(-10.023677674533111+0j)
Nix,(-10.027445621850374+0j)
Avatar Jillian,(-10.028754890633921+0j)
Flood,(-10.04846287857098+0j)
Keystone,(-10.06516893282189+0j)
seo,(-10.065849115776851+0j)
Mars,(-10.06597404276336+0j)
Criptix,(-10.066362093774245+0j)
HRCtypo,(-10.071737427448522+0j)
Mastercat,(-10.07181456836361+0j)
Skrai,(-10.076806728022389+0j)
Log,(-10.083431561662048+0j)
Laser Circus,(-10.084443820883013+0j)
343,(-10.09139588967184+0j)
Chaos,(-10.099975910776323+0j)
Jordan,(-10.10961539517995+0j)
Arcanacal,(-10.110208177117757+0j)
Dux,(-10.110382536041861+0j)
Marth Vader,(-10.121179679323381+0j)
GatoR,(-10.124814316831245+0j)
Dennis,(-10.126211298406195+0j)
Nanaba,(-10.1372947785967+0j)
x420x,(-10.138874417079192+0j)
Alfster,(-10.142577847296405+0j)
NACHOMAN,(-10.144695405113241+0j)
Will Savage,(-10.145243411684955+0j)
ShyBoy,(-10.147333174016579+0j)
Buster,(-10.151005887246736+0j)
RoBoat,(-10.151111954676917+0j)
Sven,(-10.152955395475763+0j)
le trollface. Problem??,(-10.15357372385493+0j)
Spicy Hungarian,(-10.160412065585312+0j)
TaintedTriforce,(-10.1719069730688+0j)
Lazerkitten,(-10.179708639699184+0j)
NVZ,(-10.198271513130877+0j)
TRUNKS,(-10.200055681649333+0j)
PandemicPotato,(-10.20204788645039+0j)
DDOG,(-10.20618116753748+0j)
Ricc,(-10.220605463334117+0j)
Ragtime Mouse,(-10.226740684872148+0j)
Lepree,(-10.227704905717811+0j)
koi,(-10.229350023703976+0j)
ADMJ,(-10.235698977613543+0j)
Espresso,(-10.245564631865497+0j)
Kujo~,(-10.249248719717894+0j)
Murshaq,(-10.254001308885373+0j)
ManRay,(-10.260281298974363+0j)
Rayhanasaki,(-10.260621163680527+0j)
Soulster,(-10.261345448276824+0j)
JJive,(-10.26196478991567+0j)
silentspectre,(-10.267329266595503+0j)
Deer,(-10.274605645861808+0j)
Kulprit,(-10.276066809414756+0j)
Fynnez,(-10.29069629071083+0j)
grrg,(-10.296504155697981+0j)
T16skyhopper,(-10.311855056796361+0j)
Knuckle Jr,(-10.316369813802728+0j)
SEB,(-10.323206552632413+0j)
Rolls,(-10.327076671284816+0j)
Killer Queen,(-10.338277999705932+0j)
TomE,(-10.345104701615897+0j)
Longkat,(-10.354388281703102+0j)
Ari,(-10.365350717532227+0j)
Tosty,(-10.366924939987033+0j)
Duby,(-10.375146894319728+0j)
Josie,(-10.376792631347296+0j)
Bungo,(-10.378831340303211+0j)
Waveshine UpDog,(-10.379444674100805+0j)
Gtone,(-10.38192159881862+0j)
Bushels,(-10.38517273638622+0j)
Ispy69,(-10.393282827870113+0j)
Senson,(-10.39507885152746+0j)
FannyPack,(-10.399623099821802+0j)
Nich,(-10.403994972701032+0j)
Moonear,(-10.41208231263223+0j)
Santa,(-10.412880473002582+0j)
Abild,(-10.413479328553297+0j)
Burbo,(-10.414206199332343+0j)
21 Morin,(-10.416397592949467+0j)
Symbol,(-10.423188139866681+0j)
Boqaj,(-10.424659539769022+0j)
JET,(-10.42916179558501+0j)
noChill,(-10.430198970161296+0j)
Origins,(-10.444427188674553+0j)
SpaceGhost,(-10.44995062419133+0j)
Linus,(-10.45223439149112+0j)
Buzz Oh,(-10.45240638014552+0j)
BusterJol,(-10.460270316562521+0j)
Laika,(-10.461732514586332+0j)
941,(-10.495973928938351+0j)
WIREDDEUS,(-10.498530913992838+0j)
Danker,(-10.499952843787302+0j)
Adam Duncan,(-10.503898327076225+0j)
Sunken,(-10.513035581210996+0j)
Vidya_James,(-10.519080612861773+0j)
D_Lidz,(-10.519628293022024+0j)
Juicebox,(-10.522183428339485+0j)
Kiwi,(-10.526992792692429+0j)
Snuffs,(-10.551430497341467+0j)
Bimbo,(-10.554378311235702+0j)
Keystone Light,(-10.557697337397824+0j)
Lebzy,(-10.589450097492298+0j)
Nikhil,(-10.59032487830327+0j)
PIXIE,(-10.594623583556299+0j)
Mozey,(-10.59462358355631+0j)
Follow,(-10.59462358355631+0j)
DrJwns,(-10.606008036676988+0j)
Skuxxyy,(-10.606699025110718+0j)
Habi Asian Chef,(-10.61926683755081+0j)
Qu,(-10.624177291265951+0j)
Peyto,(-10.628256230619892+0j)
Viewtiful G,(-10.649336402425885+0j)
Uncle mojo,(-10.65539998567386+0j)
ChetMagongalo,(-10.662627864648314+0j)
Yellow,(-10.664739387093157+0j)
stevedode,(-10.672112103377495+0j)
Aztec,(-10.673448566968451+0j)
K.C.J.,(-10.677222939651521+0j)
sunkencity,(-10.68104129656647+0j)
ahampster,(-10.68497886964098+0j)
Bombogi,(-10.686286741609486+0j)
ChuckMorris,(-10.710244750071826+0j)
Valk,(-10.71037817033401+0j)
Forrest,(-10.711338848312085+0j)
RadioChaos,(-10.712970548538905+0j)
PsychoMidget,(-10.723067557899569+0j)
BigRedAnimeBike,(-10.726268172254073+0j)
Sneaky,(-10.726517587836298+0j)
Mr Pebbles,(-10.729546857785143+0j)
ShiksaSlayer,(-10.730695441224261+0j)
Tickct,(-10.738440970090808+0j)
Zach,(-10.738554602294466+0j)
Kimimaru,(-10.742314475160319+0j)
Pun Daddy,(-10.758634049143287+0j)
Stefen,(-10.75913757469134+0j)
Greasy,(-10.760626468813012+0j)
JBash,(-10.761374890585643+0j)
IHOP Dan,(-10.770776907278433+0j)
President Polar Bear,(-10.7754743773764+0j)
Sluggan,(-10.782628745691971+0j)
Unit,(-10.787811892419892+0j)
Deez,(-10.795618417386253+0j)
Puck,(-10.79935445202778+0j)
Plat,(-10.809427554886053+0j)
Pocodudeface,(-10.821898511263102+0j)
G-Rabbit,(-10.824910251480098+0j)
Midori,(-10.828048749530172+0j)
Instinct,(-10.83035347598104+0j)
KroKo,(-10.835815185289981+0j)
Omonom,(-10.848970589879027+0j)
DLX,(-10.87387624923125+0j)
Maruf,(-10.87683967463618+0j)
Apricots,(-10.878726189265198+0j)
Notorious,(-10.880205058653281+0j)
Ballpit,(-10.881371775036868+0j)
33 toes,(-10.896147191545698+0j)
FULLSEND,(-10.897409154368937+0j)
Icemaz,(-10.910770622825599+0j)
Trget,(-10.91796229283489+0j)
Goomy,(-10.918571582274097+0j)
Sillie Willie,(-10.93812141534309+0j)
DonutThief,(-10.938586073017062+0j)
Jujuman24,(-10.952514905078157+0j)
z0na,(-10.958316586958473+0j)
Nudl,(-10.978857942852867+0j)
Nate,(-10.980667339378744+0j)
Looman,(-10.98475638035473+0j)
Brando550,(-10.986450862312605+0j)
Choi,(-10.987553656449435+0j)
Comrade,(-10.9940663178005+0j)
Wulf,(-10.994582658222756+0j)
Ellie,(-10.996128298895691+0j)
Who?,(-10.998388717366977+0j)
Slapgun,(-11.022821687824145+0j)
etp,(-11.041464512623755+0j)
Ninibelle,(-11.053207444506084+0j)
Blitz,(-11.05527938630851+0j)
Bench,(-11.057186890247676+0j)
Brr,(-11.058049185703442+0j)
Trident,(-11.06269204853178+0j)
TemporaryPlan,(-11.063808501812655+0j)
Enkianz,(-11.064885755452565+0j)
Rato,(-11.071781537833168+0j)
Laser Thunder,(-11.085278549564705+0j)
Secrets,(-11.093907340337678+0j)
Charlie G,(-11.10010839610113+0j)
Paz,(-11.107777599596318+0j)
LAVEZzi,(-11.132803874250836+0j)
lil gamestop booty,(-11.13797155716854+0j)
Cee,(-11.13932882780098+0j)
Mach,(-11.140383222200093+0j)
Cozi,(-11.140383222200093+0j)
Gnarchomp,(-11.140383222200093+0j)
Puppet,(-11.143784970515917+0j)
J.O.A.T.,(-11.152489861256829+0j)
James,(-11.155358104192878+0j)
LISP,(-11.165546466792458+0j)
Blank,(-11.167267692812189+0j)
Hest,(-11.179974086133898+0j)
119J imgur.com/jD77WGE,(-11.18688314353259+0j)
Hanty,(-11.213555148779506+0j)
Jesus,(-11.219292769344563+0j)
Zane,(-11.223714116720215+0j)
Garm,(-11.223766354465631+0j)
joey,(-11.22633144030948+0j)
Pikanya,(-11.258479700538611+0j)
|𝔰𝔬𝔯𝔯𝔶|,(-11.26027932272936+0j)
adamcoolcat,(-11.282886513311933+0j)
Banana$,(-11.289134575539384+0j)
Super Goo,(-11.324376536009035+0j)
PapaTechu,(-11.344676810202838+0j)
Limez,(-11.35383378198691+0j)
Contra,(-11.358787657069985+0j)
Henke,(-11.374971603056785+0j)
WHAL3,(-11.396909511163228+0j)
i4n,(-11.404236144029568+0j)
Workshop,(-11.420171510756482+0j)
Captain Planet,(-11.42072924024886+0j)
Hylian Reaper,(-11.434114025927428+0j)
Wasted,(-11.439512442508537+0j)
Eds,(-11.449809391124324+0j)
Pawn,(-11.460675209921462+0j)
2Framez,(-11.466858233130274+0j)
Derk,(-11.467580245649145+0j)
Tequila,(-11.474828958652623+0j)
hestoned,(-11.484299186678866+0j)
Draven,(-11.494047698802724+0j)
"Moy 5'6""",(-11.504282569010858+0j)
greenwalk,(-11.505030749367808+0j)
m0rrija,(-11.512395229678182+0j)
MITell,(-11.525804113349968+0j)
Mox,(-11.53576566912898+0j)
AllAboutDownSmash,(-11.541855240899954+0j)
Baggy,(-11.552421209785646+0j)
Zelmar,(-11.552428899428463+0j)
Braev,(-11.554790522810334+0j)
RIPPLE OVERDRIVE,(-11.56161086322999+0j)
WiLD,(-11.56698941123729+0j)
Willfire,(-11.580886292211163+0j)
Maybe,(-11.587574776198693+0j)
boyboy,(-11.587651742221803+0j)
SoupInMyPot,(-11.588177094577064+0j)
TimJam,(-11.602917212342126+0j)
WhangChang,(-11.609900525649923+0j)
lukewilson,(-11.63728678790766+0j)
theWaz,(-11.644086887094753+0j)
LuckyTiger,(-11.644253067743637+0j)
Izeron,(-11.652410083258044+0j)
Otto_Zone,(-11.653102578062644+0j)
Gauche Ampersand,(-11.660016296663056+0j)
witness,(-11.684154093754232+0j)
Jin,(-11.697144115221409+0j)
Georgejoj,(-11.714748917762552+0j)
Locky,(-11.71962462238316+0j)
Cleps,(-11.721901058532712+0j)
BackwardsLongJump,(-11.72335153606586+0j)
DJoy,(-11.733880808176378+0j)
Fruitfly,(-11.734306289851673+0j)
Dr. LK,(-11.737496190699838+0j)
Unoriginal,(-11.747466255793562+0j)
Jack,(-11.748577914246994+0j)
Feenex,(-11.756335752199625+0j)
ECS1312,(-11.768261994080802+0j)
Miles,(-11.7697443909963+0j)
GameboyLuke,(-11.78425960012296+0j)
Darentei,(-11.790953367580022+0j)
Tylenol,(-11.802157752578331+0j)
TechNick,(-11.804930098922002+0j)
Sophie the warrior,(-11.807075909196566+0j)
Bqck,(-11.81282516514226+0j)
Vertigo,(-11.815192050577012+0j)
Captain Puff,(-11.82917576117303+0j)
Bryan,(-11.84276292541215+0j)
Mimorox,(-11.855640008679837+0j)
Deltido,(-11.859841444062482+0j)
Dove,(-11.868459773197847+0j)
Junebug,(-11.896722374014033+0j)
Stenger,(-11.89832851714064+0j)
Shy,(-11.900756693950877+0j)
Bman8tor,(-11.902604370338182+0j)
Lima Bean,(-11.902882793278804+0j)
PayTron,(-11.912417699838276+0j)
Zebra,(-11.926029023415495+0j)
kaede,(-11.931693390309343+0j)
Jekku,(-11.935229266098855+0j)
Oni,(-11.940725115096019+0j)
Peachy Keen,(-11.94366385183101+0j)
Kyza,(-11.950576637625106+0j)
Monkey,(-11.957683891619217+0j)
ericiscool.net,(-11.967317677454053+0j)
RolfLife,(-11.976475736829615+0j)
SLATT,(-11.996213952308725+0j)
Tubesssbm,(-12.009029765480244+0j)
Krowten,(-12.01674489833293+0j)
GreyArsenic,(-12.017676405032562+0j)
HSK,(-12.017865600258387+0j)
Mattshmatt,(-12.026346564795237+0j)
Limewire,(-12.027176823278866+0j)
Runeii,(-12.048872630563201+0j)
ant,(-12.05064515136663+0j)
Disabled,(-12.05230584881308+0j)
Varsity_Scooter,(-12.05462329267557+0j)
Labe,(-12.056678679411835+0j)
Moocavo,(-12.058036165582072+0j)
Dulcetones,(-12.05988245272713+0j)
Monk,(-12.066528647136233+0j)
Vclox_,(-12.07072394940802+0j)
Draz,(-12.083017903512726+0j)
Macintosh,(-12.090543537580887+0j)
ThrownOrc,(-12.09975146824818+0j)
FormerlyMidwestballz,(-12.1059661281498+0j)
Fujaay,(-12.10750796603197+0j)
A$H,(-12.108769929718052+0j)
Robert,(-12.123360498121713+0j)
FirstBoogaloo,(-12.12465855959518+0j)
Robnu,(-12.15509686211304+0j)
CurryCing,(-12.157845586508905+0j)
Peredido,(-12.176099631349794+0j)
Pappi,(-12.20245736098314+0j)
Banjeeta,(-12.207623749159044+0j)
Igor,(-12.220644622823881+0j)
BoffTarget,(-12.239444103791664+0j)
burke,(-12.269789923557113+0j)
Shifty,(-12.273784754884439+0j)
Lems,(-12.282802164680923+0j)
Und3d,(-12.287753940093655+0j)
FAB!,(-12.288772130911376+0j)
TC,(-12.29255519992996+0j)
ASR,(-12.301674392831096+0j)
Wolven,(-12.304151357984047+0j)
Duff,(-12.307396652345535+0j)
Cush,(-12.323931332848211+0j)
ChalupaBatman,(-12.341668453971167+0j)
Wirsun,(-12.345790736170649+0j)
Krudo,(-12.346821396624767+0j)
FlinkerBär,(-12.355325647702122+0j)
Cake,(-12.358300844531133+0j)
Little England,(-12.365350854299706+0j)
The Wanderer,(-12.372176501485681+0j)
Death Arcana,(-12.37331512674676+0j)
Staneal,(-12.387588617155739+0j)
Jonas,(-12.390433584148708+0j)
Cycloid,(-12.392090274844742+0j)
Lev,(-12.396792592057025+0j)
SuperSaiyanBatman,(-12.397546088536698+0j)
"dapp, the falcon player",(-12.417886234934024+0j)
AngelaAnaconda,(-12.419551675080726+0j)
BigDK,(-12.426975109660525+0j)
Penguin Mafia,(-12.439169481557984+0j)
Trader Joe,(-12.445331869197732+0j)
Radford,(-12.44708582023217+0j)
Can~D,(-12.453415914712147+0j)
NekoMeow,(-12.459322055959468+0j)
Party Poison,(-12.461370255844622+0j)
Linney,(-12.475308243388932+0j)
Nudelsuppe,(-12.482164704677942+0j)
A Beard,(-12.486684394122445+0j)
Cyoto,(-12.49339225383518+0j)
Polisen,(-12.499766329902062+0j)
Blues Clues,(-12.50743910209637+0j)
Gift,(-12.507771654310563+0j)
OneNightStanz,(-12.507955833800644+0j)
Zato,(-12.50980356588208+0j)
JRK,(-12.516928562823304+0j)
Dan,(-12.523889218598331+0j)
Panic,(-12.526321049235602+0j)
TDP,(-12.539850166955237+0j)
Serafin,(-12.540097335772465+0j)
octopus,(-12.542044841448677+0j)
Egg,(-12.544361134319281+0j)
Rokd,(-12.547252390873076+0j)
Hollow,(-12.557080666302273+0j)
CMAC,(-12.564673074017307+0j)
PomegranateTea,(-12.568799752266218+0j)
soccermom69,(-12.57110626664555+0j)
Karhu,(-12.574200773722415+0j)
Steoh,(-12.591319836772314+0j)
Roo,(-12.594423219066309+0j)
Trip Sucks,(-12.605148476341864+0j)
Dobby,(-12.621210086517237+0j)
Bank,(-12.624976065528896+0j)
Swood,(-12.628241461886386+0j)
nanasi,(-12.63386855701566+0j)
Diltune,(-12.635320180215597+0j)
Envy,(-12.637874121635935+0j)
Mythril,(-12.639480451914153+0j)
Froppykun,(-12.653051550360757+0j)
Don,(-12.660694594975752+0j)
Kounotori,(-12.668434821556318+0j)
Blue Jay,(-12.684496160294+0j)
Alextrer,(-12.689925081825441+0j)
N0z1ck,(-12.693871943891391+0j)
Ruby,(-12.699449802794232+0j)
Arsenals,(-12.699626250683576+0j)
Afghans,(-12.703545760144976+0j)
bearsfan092,(-12.71286733773917+0j)
Manu,(-12.714424077613993+0j)
Darthon,(-12.754905599450147+0j)
yoube,(-12.770539094230301+0j)
Alto,(-12.782794010509841+0j)
Younger,(-12.784626513493489+0j)
Mayswag,(-12.787355780324464+0j)
PoopDollar420,(-12.797164081897362+0j)
BlazinJace,(-12.807558129941825+0j)
Ginko,(-12.828296151252037+0j)
Skitch,(-12.828941473882633+0j)
Windje,(-12.86385932106085+0j)
B,(-12.86882263999059+0j)
blargh257,(-12.883053081486041+0j)
Chunktusk,(-12.896313784869266+0j)
Alex Ma,(-12.901898703241086+0j)
Ses,(-12.904442531533824+0j)
Heisenberg,(-12.911697720480548+0j)
Raaph,(-12.9130642711627+0j)
Arel,(-12.914820472896816+0j)
GourmetRasp,(-12.924312611968979+0j)
Phast,(-12.947922346823905+0j)
Snooze,(-12.95018934115021+0j)
Holiday,(-12.95042884489753+0j)
Dingo,(-12.951481254954977+0j)
